Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2013,6,10,17:00,UTC,8,1003.3,78,0.8,-1,13.4,9.7,34880,318,4.2,2.4
2013,6,10,18:00,UTC,2,1003.4,74,0,-1,13.8,9.2,50000,340,4.9,2.9
2013,6,10,19:00,UTC,7,1003.8,77,0,-1,13.3,9.3,50000,336,4.4,2.3
2013,6,10,20:00,UTC,7,1003.6,81,0,-1,11.8,8.7,50000,310,5.8,3.2
2013,6,10,21:00,UTC,0,1003.7,88,0,-1,10.8,8.8,50000,320,4.4,2.6
2013,6,10,22:00,UTC,7,1003.7,88,0,-1,11.2,9.4,50000,309,4.5,2.6
2013,6,10,23:00,UTC,7,1003.9,86,0,-1,11.2,9,50000,305,4.5,2.4
2013,6,11,00:00,UTC,8,1003.8,93,0.5,-1,10.6,9.6,31810,319,3.6,2.1
2013,6,11,01:00,UTC,8,1003.9,97,0,-1,10.5,10,32160,304,3.7,2.1
2013,6,11,02:00,UTC,7,1003.7,96,0,-1,10.7,10.1,50000,292,4.8,2.6
2013,6,11,03:00,UTC,7,1004.3,97,1.3,-1,10.9,10.5,10050,306,4.7,2.5
2013,6,11,04:00,UTC,7,1004.5,97,0.7,-1,11.4,10.9,19440,296,4.6,2.4
2013,6,11,05:00,UTC,7,1004.8,96,0,-1,12.1,11.4,35040,310,6.7,3.1
2013,6,11,06:00,UTC,7,1005.3,89,0,-1,13,11.2,44870,328,8.1,3.8
2013,6,11,07:00,UTC,7,1006,86,0,-1,13.3,11.1,46790,315,7.1,3.7
2013,6,11,08:00,UTC,8,1006.6,81,0,-1,14,10.7,45710,318,6.6,3.7
2013,6,11,09:00,UTC,7,1007.2,79,0,-1,14.5,10.8,35400,328,7.6,4.1
2013,6,11,10:00,UTC,7,1007.6,72,0,-1,16.1,11,34960,321,7,3.8
2013,6,11,11:00,UTC,6,1008.2,64,0,-1,16.2,9.4,44830,324,7.5,4.1
2013,6,11,12:00,UTC,7,1008.8,63,0,-1,15.9,8.8,37580,327,8.8,5.2
2013,6,11,13:00,UTC,5,1009.3,57,0,-1,17.3,8.8,34180,335,8.6,4.5
2013,6,11,14:00,UTC,4,1009.6,59,0,-1,17,8.9,41050,330,6.8,3.7
2013,6,11,15:00,UTC,2,1010.1,62,0,-1,16.3,8.9,42020,335,7,3.5
2013,6,11,16:00,UTC,1,1010.5,57,0,-1,16.4,7.9,42260,321,6,3.2
2013,6,11,17:00,UTC,1,1010.9,59,0,-1,15.8,7.9,50000,312,4.6,2.4
2013,6,11,18:00,UTC,0,1011.3,61,0,-1,15,7.6,50000,316,5.6,2.8
2013,6,11,19:00,UTC,0,1011.8,69,0,-1,13.8,8.1,50000,337,5,2.4
2013,6,11,20:00,UTC,0,1012.5,79,0,-1,11.8,8.3,50000,310,4.3,2.3
2013,6,11,21:00,UTC,7,1013,83,0,-1,11.4,8.6,50000,295,3.4,2
2013,6,11,22:00,UTC,7,1013.1,87,0,-1,11.3,9.3,49760,294,2.2,1
2013,6,11,23:00,UTC,7,1013.5,87,0,-1,11.3,9.2,50000,293,3.2,1.7
2013,6,12,00:00,UTC,7,1013.9,86,0,-1,11.3,9.1,50000,300,1.9,1.1
2013,6,12,01:00,UTC,7,1014.1,89,0,-1,10.6,8.9,50000,0,1,0
2013,6,12,02:00,UTC,7,1014.1,92,0,-1,10.5,9.2,50000,189,1.8,0.6
2013,6,12,03:00,UTC,7,1014,90,0,-1,11.3,9.7,50000,176,1.4,1.1
2013,6,12,04:00,UTC,7,1014,81,0,-1,12.8,9.7,50000,173,2.4,1.5
2013,6,12,05:00,UTC,7,1014.6,83,0,-1,13.6,10.7,37520,214,4.5,2.6
2013,6,12,06:00,UTC,7,1014.3,91,0.4,-1,13.1,11.7,28300,207,3.8,2.2
2013,6,12,07:00,UTC,7,1015.1,89,0,-1,13.6,11.8,39970,0,1.6,0
2013,6,12,08:00,UTC,7,1015.3,82,0,-1,14.4,11.4,39700,109,3,1.5
2013,6,12,09:00,UTC,7,1015.3,67,0,-1,16.5,10.4,50000,112,5.7,2.4
2013,6,12,10:00,UTC,7,1015,64,0,-1,18.1,11.2,45640,133,4.8,2.6
2013,6,12,11:00,UTC,7,1015.1,62,0,-1,18.3,11,48350,216,4,1.6
2013,6,12,12:00,UTC,7,1015.3,65,0,-1,17.7,11,45980,206,4,2.5
2013,6,12,13:00,UTC,7,1015.3,69,0,-1,17.6,11.8,41110,210,3.2,2
2013,6,12,14:00,UTC,7,1015.5,66,0,-1,17.8,11.4,50000,196,4.9,2.3
2013,6,12,15:00,UTC,7,1015.5,58,0,-1,19.5,11.1,50000,259,3.7,1.8
2013,6,12,16:00,UTC,6,1015.8,63,0,-1,18.6,11.3,50000,232,4.4,2.9
2013,6,12,17:00,UTC,6,1015.9,62,0,-1,18.7,11.2,50000,248,4.1,2.3
2013,6,12,18:00,UTC,7,1015.9,68,0,-1,18,12,50000,254,3.4,2
2013,6,12,19:00,UTC,0,1016.2,79,0,-1,15.5,11.9,50000,227,2.3,1.4
2013,6,12,20:00,UTC,4,1016.5,86,0,-1,14.4,12.1,49090,185,1.7,0.9
2013,6,12,21:00,UTC,7,1016.6,91,0,-1,13,11.5,50000,196,1.8,1.4
2013,6,12,22:00,UTC,7,1016.7,91,0,-1,13.6,12.1,50000,135,1.7,0.9
2013,6,12,23:00,UTC,7,1016.6,88,0,-1,14.1,12.2,48260,145,3.2,2.3
2013,6,13,00:00,UTC,2,1016.6,94,0,-1,13,12,22320,121,1.9,1.1
2013,6,13,01:00,UTC,0,1016.5,96,0,-1,12.8,12.2,14670,127,2.5,1.1
2013,6,13,02:00,UTC,4,1016.1,95,0,-1,12.7,11.9,18710,131,3.1,1.7
2013,6,13,03:00,UTC,1,1016,93,0,-1,13,11.8,18820,130,3.1,1.8
2013,6,13,04:00,UTC,5,1015.8,90,0,-1,13.7,12.1,21960,129,4.5,2.5
2013,6,13,05:00,UTC,6,1015.5,84,0,-1,14.8,12.1,33080,138,5.7,3.4
2013,6,13,06:00,UTC,3,1015.2,74,0,-1,16.7,11.9,32880,166,5.7,3
2013,6,13,07:00,UTC,1,1015,67,0,-1,17.3,11,26010,162,5.9,3.4
2013,6,13,08:00,UTC,7,1014.5,65,0,-1,17.7,11.1,23970,149,6.3,3.5
2013,6,13,09:00,UTC,7,1014.5,66,0,-1,18.9,12.4,26440,152,6.5,3.9
2013,6,13,10:00,UTC,7,1014.1,53,0,-1,20,10.2,35680,156,6,3.8
2013,6,13,11:00,UTC,7,1013.3,56,0,-1,20.5,11.4,40070,174,6.6,4.2
2013,6,13,12:00,UTC,1,1013.1,61,0,-1,19.1,11.5,23640,198,9.8,6.4
2013,6,13,13:00,UTC,4,1012.9,70,0,-1,16.9,11.4,24990,171,9.7,5.6
2013,6,13,14:00,UTC,8,1012.6,75,0,-1,15.9,11.5,27360,176,7.9,4.2
2013,6,13,15:00,UTC,7,1012.1,89,0.8,-1,14,12.2,11920,166,6.5,2.9
2013,6,13,16:00,UTC,7,1010.6,95,1.7,-1,13.8,13,7250,142,7.1,4.7
2013,6,13,17:00,UTC,7,1009.4,95,1.2,-1,14.1,13.4,9430,142,8.8,5.2
2013,6,13,18:00,UTC,7,1008,96,4,-1,14.3,13.6,4970,158,9.9,5.2
2013,6,13,19:00,UTC,7,1007.2,96,1.6,-1,14.3,13.8,6920,187,12.8,6
2013,6,13,20:00,UTC,7,1007,97,0,-1,14.5,14,7720,203,11.1,6
2013,6,13,21:00,UTC,8,1006.7,97,0,-1,14.4,14,7100,199,11.4,6.7
2013,6,13,22:00,UTC,8,1006.2,98,0,-1,14.4,14.2,4020,192,11.1,5.8
2013,6,13,23:00,UTC,8,1006.1,99,0,-1,14.4,14.3,2870,196,10.7,5
2013,6,14,00:00,UTC,8,1005.9,99,0,-1,14.3,14.1,1820,197,8.2,4.2
2013,6,14,01:00,UTC,8,1005.6,99,0,-1,14.2,14,3270,205,7.5,3.4
2013,6,14,02:00,UTC,8,1005.1,99,0,-1,14.4,14.2,3280,215,7,3.7
2013,6,14,03:00,UTC,8,1004.8,98,0,-1,14.1,13.8,3680,194,6.5,3.9
2013,6,14,04:00,UTC,8,1005.1,98,0.2,-1,13.9,13.6,4160,193,6.8,3.9
2013,6,14,05:00,UTC,7,1004.6,97,0.2,-1,13.8,13.3,6880,192,7.2,3.7
2013,6,14,06:00,UTC,7,1004.3,97,0.5,-1,13.6,13.1,8460,191,6.3,3.2
2013,6,14,07:00,UTC,8,1004.6,97,0.5,-1,13.3,12.8,8510,191,7.8,4.6
2013,6,14,08:00,UTC,7,1004.5,98,1,-1,13.3,12.9,8190,192,6.7,3.9
2013,6,14,09:00,UTC,7,1003.9,97,0.7,-1,13.5,13.1,11080,192,7,3.9
2013,6,14,10:00,UTC,7,1004.1,96,1,-1,13.5,12.9,10420,194,7.7,4.3
2013,6,14,11:00,UTC,7,1004.2,96,0.2,-1,13.6,13,12140,198,7.2,4.1
2013,6,14,12:00,UTC,7,1004.4,94,0.2,-1,13.7,12.8,16260,214,6.4,3.8
2013,6,14,13:00,UTC,7,1004.1,94,0.1,-1,13.4,12.5,18120,196,7.3,4.3
2013,6,14,14:00,UTC,8,1004,95,0,-1,13.3,12.5,34670,212,8.6,4.7
2013,6,14,15:00,UTC,7,1003.8,92,0,-1,13.5,12.3,32350,202,8.3,4.6
2013,6,14,16:00,UTC,8,1003.8,91,0,-1,13.5,12,36560,217,11.1,5.3
2013,6,14,17:00,UTC,7,1003.4,89,0,-1,13.7,12,40750,206,8.7,3.9
2013,6,14,18:00,UTC,7,1003.4,90,0,-1,13.6,12.1,40360,213,9.6,5.3
2013,6,14,19:00,UTC,7,1003.4,91,0,-1,13.4,11.9,33210,203,7.6,4.2
2013,6,14,20:00,UTC,7,1003.5,90,0,-1,13.1,11.5,36510,210,7.2,4.1
2013,6,14,21:00,UTC,7,1003.5,91,0,-1,12.9,11.4,49480,212,8.7,4
2013,6,14,22:00,UTC,6,1004.3,92,0,-1,13.1,11.8,46210,234,6.5,3
2013,6,14,23:00,UTC,1,1004.8,89,0,-1,13,11.1,50000,238,5.4,3
2013,6,15,00:00,UTC,7,1005.2,86,0,-1,13.2,11,50000,231,5.9,2.8
2013,6,15,01:00,UTC,7,1005.9,87,0,-1,13,11,50000,228,5.4,2.7
2013,6,15,02:00,UTC,3,1006.4,91,0,-1,12.4,11,50000,238,3.6,1.9
2013,6,15,03:00,UTC,7,1007,87,0,-1,13.1,11,50000,231,5.5,2.4
2013,6,15,04:00,UTC,6,1007.4,85,0,-1,14.1,11.6,50000,230,6,3.5
2013,6,15,05:00,UTC,7,1007.8,80,0,-1,14.9,11.6,50000,250,5.3,3.4
2013,6,15,06:00,UTC,7,1008.2,78,0,-1,15.5,11.7,50000,238,6.7,3.3
2013,6,15,07:00,UTC,2,1008.5,60,0,-1,17.1,9.4,50000,261,6.3,3.8
2013,6,15,08:00,UTC,2,1009.1,57,0,-1,17.9,9.3,50000,235,7.5,4.4
2013,6,15,09:00,UTC,1,1009.7,55,0,-1,18.7,9.5,50000,240,6.6,3.5
2013,6,15,10:00,UTC,0,1010.2,56,0,-1,18.9,10,50000,224,7.1,4
2013,6,15,11:00,UTC,2,1010.5,54,0,-1,19.2,9.7,39790,216,7.2,3.7
2013,6,15,12:00,UTC,2,1010.7,59,0,-1,18.3,10.1,41950,213,7.3,4.5
2013,6,15,13:00,UTC,0,1011,59,0,-1,18.7,10.5,31970,226,8.8,5
2013,6,15,14:00,UTC,5,1011.1,61,0,-1,18.1,10.4,39770,209,8.2,4.9
2013,6,15,15:00,UTC,4,1011.1,58,0,-1,18,9.7,41590,212,8.4,4.6
2013,6,15,16:00,UTC,0,1011,56,0,-1,17.8,9,48120,223,7.6,4.3
2013,6,15,17:00,UTC,0,1011.3,56,0,-1,16.6,7.8,50000,217,8.4,4.5
2013,6,15,18:00,UTC,0,1011.4,69,0,-1,15.5,9.9,50000,213,6.1,3.5
2013,6,15,19:00,UTC,0,1011.5,75,0,-1,14.2,9.8,46740,188,4.6,2.7
2013,6,15,20:00,UTC,0,1011.5,79,0,-1,13.1,9.6,50000,192,4.2,2.8
2013,6,15,21:00,UTC,0,1011.5,88,0,-1,11.7,9.8,38840,180,5.1,3.3
2013,6,15,22:00,UTC,0,1011.7,91,0,-1,11,9.7,32060,161,2.6,1.6
2013,6,15,23:00,UTC,0,1011.4,93,0,-1,10.4,9.3,30430,130,2.2,1.3
2013,6,16,00:00,UTC,0,1011.4,95,0,-1,10.5,9.6,32140,155,3.4,2.1
2013,6,16,01:00,UTC,0,1011.1,95,0,-1,10.3,9.6,25940,162,2.4,1.5
2013,6,16,02:00,UTC,0,1010.7,97,0,-1,10.7,10.2,20570,178,2.3,1.3
2013,6,16,03:00,UTC,4,1010.3,94,0,-1,11.5,10.5,25610,150,3.9,2.3
2013,6,16,04:00,UTC,1,1009.6,87,0,-1,13.1,10.9,36150,131,5,3.2
2013,6,16,05:00,UTC,4,1009.2,79,0,-1,13.6,10.2,38180,140,6,3.7
2013,6,16,06:00,UTC,6,1008.6,78,0,-1,14,10.3,47150,133,8,5.4
2013,6,16,07:00,UTC,4,1007.4,74,0,-1,15.1,10.6,43320,115,6.7,3.5
2013,6,16,08:00,UTC,7,1007.5,82,0.2,-1,14.1,11,18970,158,8.4,3.8
2013,6,16,09:00,UTC,7,1006.8,94,2.2,-1,12.6,11.6,8150,145,6.4,3.9
2013,6,16,10:00,UTC,7,1006.1,97,4.5,-1,12.4,11.9,3930,146,5.9,3.2
2013,6,16,11:00,UTC,7,1005.6,97,5,-1,12.3,11.9,3790,151,3.6,2.1
2013,6,16,12:00,UTC,7,1005.2,97,2.9,-1,12.3,11.8,5700,178,6.7,3.2
2013,6,16,13:00,UTC,7,1004.5,96,0,-1,12.6,12,31810,169,6.4,3.2
2013,6,16,14:00,UTC,7,1004.6,95,0,-1,13.6,12.8,22400,219,7.3,3.5
2013,6,16,15:00,UTC,4,1004.9,81,0,-1,15.2,12,46830,225,10.7,5.3
2013,6,16,16:00,UTC,0,1005.2,73,0,-1,14.7,9.8,38650,218,11.4,6.1
2013,6,16,17:00,UTC,4,1005.2,72,0,-1,14.4,9.4,44800,224,9.6,4.6
2013,6,16,18:00,UTC,3,1005.1,76,0,-1,13.7,9.6,43400,224,9.1,4.2
2013,6,16,19:00,UTC,1,1005.2,81,0,-1,12.7,9.5,47830,218,5,2.5
2013,6,16,20:00,UTC,1,1005.5,82,0,-1,12.4,9.5,48150,208,6.1,3.6
2013,6,16,21:00,UTC,5,1005.4,87,0,-1,12,9.9,45070,198,6.4,3.7
2013,6,16,22:00,UTC,1,1005.3,90,0,-1,11.3,9.8,43530,201,3.5,2.1
2013,6,16,23:00,UTC,0,1005.2,91,0,-1,11.2,9.8,42140,199,4,2.4
2013,6,17,00:00,UTC,3,1004.9,93,0,-1,10.8,9.7,45440,199,3.5,2.6
2013,6,17,01:00,UTC,7,1004.7,93,0,-1,11.2,10.2,43770,201,4.7,3
2013,6,17,02:00,UTC,7,1004.7,93,0,-1,11.3,10.3,41710,217,3.4,1.8
2013,6,17,03:00,UTC,8,1004.9,92,0,-1,11.7,10.5,41240,204,2.9,1.5
2013,6,17,04:00,UTC,7,1004.9,88,0,-1,12.5,10.5,48300,206,3,1.8
2013,6,17,05:00,UTC,7,1005,89,0,-1,12.8,11,30550,192,4.2,2.7
2013,6,17,06:00,UTC,7,1005.4,85,0,-1,13.5,11,50000,221,4.3,2.4
2013,6,17,07:00,UTC,7,1006,78,0,-1,13.9,10.1,50000,255,6,3.7
2013,6,17,08:00,UTC,7,1006.4,75,0,-1,14.9,10.5,40410,241,7,3.4
2013,6,17,09:00,UTC,7,1007.1,73,0,-1,15.2,10.4,50000,262,7.4,4.2
2013,6,17,10:00,UTC,7,1007.9,82,0,-1,13.1,10.1,50000,284,8.8,4.9
2013,6,17,11:00,UTC,8,1008.6,78,0,-1,13.5,9.7,50000,279,8.4,4.8
2013,6,17,12:00,UTC,7,1009.2,70,0,-1,15.5,10.1,47790,286,7.9,3.8
2013,6,17,13:00,UTC,7,1010,68,0,-1,15.9,10,44280,289,11.5,5.2
2013,6,17,14:00,UTC,3,1010.5,66,0,-1,15.8,9.4,41650,282,10.5,6.3
2013,6,17,15:00,UTC,3,1010.9,65,0,-1,15.6,9.1,48980,298,9.1,4.8
2013,6,17,16:00,UTC,1,1011.1,63,0,-1,16.6,9.5,50000,303,6.7,3.6
2013,6,17,17:00,UTC,0,1011.7,64,0,-1,15.9,9.2,50000,287,7.4,4.1
2013,6,17,18:00,UTC,0,1012.1,69,0,-1,15.2,9.6,50000,271,6,3.1
2013,6,17,19:00,UTC,0,1012.5,73,0,-1,14.3,9.5,50000,246,4.8,2.7
2013,6,17,20:00,UTC,0,1013,83,0,-1,12.5,9.6,50000,245,2.4,1.6
2013,6,17,21:00,UTC,0,1013.5,92,0,-1,10.9,9.7,49750,237,3,1.7
2013,6,17,22:00,UTC,0,1013.7,95,0,-1,10.3,9.5,46310,227,3.4,1.9
2013,6,17,23:00,UTC,0,1013.9,96,0,-1,9.9,9.4,39690,221,2.5,1.7
2013,6,18,00:00,UTC,0,1014,98,0,-1,9.9,9.6,36980,260,2.5,1.6
2013,6,18,01:00,UTC,0,1014,97,0,-1,8.8,8.4,41800,283,1.3,0.7
2013,6,18,02:00,UTC,0,1014,97,0,-1,8.7,8.3,50000,0,0.8,0
2013,6,18,03:00,UTC,0,1014.2,92,0,-1,10.5,9.3,50000,0,0.4,0
2013,6,18,04:00,UTC,0,1014.3,76,0,-1,13.3,9.3,50000,314,2,1.1
2013,6,18,05:00,UTC,0,1014.2,58,0,-1,15.2,7,50000,8,3.5,1.9
2013,6,18,06:00,UTC,0,1014.5,48,0,-1,16.2,5.3,50000,7,3.3,2.1
2013,6,18,07:00,UTC,6,1014.7,44,0,-1,17.5,5.3,50000,332,4,1.9
2013,6,18,08:00,UTC,0,1014.8,43,0,-1,18.5,5.7,50000,298,3.8,2
2013,6,18,09:00,UTC,0,1014.9,43,0,-1,19.1,6.3,50000,295,6.4,2.4
2013,6,18,10:00,UTC,0,1015.1,38,0,-1,20.4,5.8,44660,261,6,3.3
2013,6,18,11:00,UTC,5,1015.2,42,0,-1,19.9,6.6,49300,267,5.6,2.7
2013,6,18,12:00,UTC,5,1016,49,0,-1,17.1,6.4,50000,309,8,5
2013,6,18,13:00,UTC,8,1016.1,62,0,-1,14.8,7.7,36500,323,5.9,3.2
2013,6,18,14:00,UTC,7,1017,71,0,-1,14.5,9.3,44800,271,4.3,2
2013,6,18,15:00,UTC,7,1016.6,71,0,-1,14.6,9.4,44220,310,5.4,2.9
2013,6,18,16:00,UTC,1,1016.8,62,0,-1,16.4,9.2,50000,303,6.2,2.9
2013,6,18,17:00,UTC,0,1017,53,0,-1,15.4,5.9,50000,305,6.7,4
2013,6,18,18:00,UTC,0,1017.1,46,0,-1,14.7,3.2,50000,334,4.8,2.7
2013,6,18,19:00,UTC,0,1017.9,54,0,-1,13.1,4.2,50000,302,3.3,1.9
2013,6,18,20:00,UTC,0,1018.2,67,0,-1,11.4,5.6,50000,312,2.9,1.9
2013,6,18,21:00,UTC,0,1019,75,0,-1,9.9,5.7,50000,304,3.5,2.2
2013,6,18,22:00,UTC,0,1019.5,80,0,-1,9.4,6,50000,322,3.2,2.1
2013,6,18,23:00,UTC,0,1019.7,87,0,-1,8.4,6.3,50000,347,3.4,1.9
2013,6,19,00:00,UTC,0,1020.1,93,0,-1,7.6,6.5,50000,331,2.2,1.5
2013,6,19,01:00,UTC,0,1020.1,95,0,-1,6.6,5.9,48780,318,2.1,1.1
2013,6,19,02:00,UTC,0,1020.8,97,0,-1,7.2,6.7,50000,308,1.7,1.1
2013,6,19,03:00,UTC,0,1021,92,0,-1,8.6,7.3,45140,330,2.6,1.3
2013,6,19,04:00,UTC,0,1021.3,79,0,-1,11.2,7.8,47280,352,2.7,1.3
2013,6,19,05:00,UTC,0,1021.6,63,0,-1,13.7,6.8,50000,316,2.7,1.5
2013,6,19,06:00,UTC,7,1021.6,52,0,-1,15.1,5.5,50000,344,2.4,1.6
2013,6,19,07:00,UTC,1,1021.5,44,0,-1,16.3,4.2,50000,3,2.7,0.9
2013,6,19,08:00,UTC,3,1021.7,39,0,-1,17.2,3.1,50000,48,3.4,1.8
2013,6,19,09:00,UTC,0,1021.6,36,0,-1,17.8,2.4,50000,25,4.1,1.9
2013,6,19,10:00,UTC,0,1021.6,36,0,-1,19.2,3.8,50000,53,4.8,1.6
2013,6,19,11:00,UTC,0,1021.5,31,0,-1,19.9,2.1,50000,159,3.2,1.2
2013,6,19,12:00,UTC,2,1021.3,33,0,-1,21.4,4.3,47350,241,5.3,2.6
2013,6,19,13:00,UTC,0,1021,34,0,-1,21.6,5,45270,224,6.8,2.9
2013,6,19,14:00,UTC,1,1020.8,35,0,-1,20.6,4.7,50000,242,5.7,2.9
2013,6,19,15:00,UTC,0,1020.7,37,0,-1,20.4,5.3,45230,226,5.9,3.5
2013,6,19,16:00,UTC,0,1020.5,41,0,-1,19.8,6.1,50000,241,6,3
2013,6,19,17:00,UTC,0,1020.6,41,0,-1,18.8,5.1,50000,237,4.3,2.8
2013,6,19,18:00,UTC,0,1020.9,46,0,-1,17.3,5.5,50000,225,5.7,3.2
2013,6,19,19:00,UTC,0,1020.6,52,0,-1,15.4,5.7,50000,234,1.8,0.9
2013,6,19,20:00,UTC,0,1020.6,65,0,-1,13.1,6.6,50000,178,1.6,1.2
2013,6,19,21:00,UTC,0,1020.5,75,0,-1,11.8,7.5,50000,184,2.1,1.6
2013,6,19,22:00,UTC,0,1019.8,75,0,-1,11.1,7,50000,128,1.5,0.9
2013,6,19,23:00,UTC,0,1019.3,79,0,-1,10.5,7,50000,100,1.1,0.6
2013,6,20,00:00,UTC,0,1018.4,80,0,-1,10.5,7.1,50000,121,3.1,1.6
2013,6,20,01:00,UTC,7,1018.6,75,0,-1,11.8,7.6,50000,136,4,2.7
2013,6,20,02:00,UTC,8,1018.6,66,0,-1,12.8,6.6,50000,134,5.4,2.8
2013,6,20,03:00,UTC,8,1018.4,72,1.4,-1,12.6,7.6,11990,162,3.5,2.1
2013,6,20,04:00,UTC,8,1018,90,1.7,-1,11.3,9.8,11460,144,3.6,2.3
2013,6,20,05:00,UTC,8,1017.8,93,1.3,-1,11.4,10.4,12650,135,4.7,2.7
2013,6,20,06:00,UTC,7,1017.3,96,3.1,-1,11.5,10.8,5490,135,5.1,3
2013,6,20,07:00,UTC,7,1016.2,94,0,-1,12.5,11.6,42720,130,9.1,5.3
2013,6,20,08:00,UTC,7,1015.8,83,0,-1,14.9,12,50000,145,7.8,4.9
2013,6,20,09:00,UTC,7,1015.9,78,0,-1,15.9,12,50000,144,7.1,4.6
2013,6,20,10:00,UTC,7,1015,68,0,-1,17.2,11.4,43790,175,9.9,5.5
2013,6,20,11:00,UTC,7,1014.9,66,0,-1,18.3,11.9,44120,191,10.1,6.7
2013,6,20,12:00,UTC,8,1015,72,0,-1,17.5,12.5,50000,184,7.4,4.4
2013,6,20,13:00,UTC,7,1015.2,74,0,-1,17.9,13.1,48310,204,6.3,3.4
2013,6,20,14:00,UTC,8,1015.3,74,0,-1,18,13.3,37750,217,4.5,2.5
2013,6,20,15:00,UTC,8,1015.5,79,0,-1,16.9,13.3,40630,204,3.7,2.2
2013,6,20,16:00,UTC,7,1015.9,77,0,-1,17.4,13.4,45540,305,2.3,1.4
2013,6,20,17:00,UTC,6,1016,74,0,-1,17.9,13.3,50000,266,3,1.7
2013,6,20,18:00,UTC,0,1015.9,78,0,-1,17.4,13.5,50000,195,2.1,1.4
2013,6,20,19:00,UTC,0,1016.2,87,0,-1,15.7,13.4,49900,233,2.4,1.4
2013,6,20,20:00,UTC,2,1016.7,92,0,-1,14.2,13,33180,240,2.3,1.5
2013,6,20,21:00,UTC,0,1017,95,0,-1,13.2,12.5,22670,264,1.3,1
2013,6,20,22:00,UTC,0,1017.3,96,0,-1,12.2,11.6,14770,272,1.9,1.2
2013,6,20,23:00,UTC,0,1017.8,98,0,-1,12,11.7,21450,315,2.3,1.5
2013,6,21,00:00,UTC,0,1017.7,98,0,-1,11.2,10.8,18960,343,1.4,0.9
2013,6,21,01:00,UTC,0,1017.3,97,0,-1,10.5,10.1,15820,29,1.5,0.8
2013,6,21,02:00,UTC,0,1017.3,96,0,-1,11.3,10.7,45200,26,2,1.1
2013,6,21,03:00,UTC,0,1017.4,93,0,-1,12,10.9,48410,23,2.1,1.2
2013,6,21,04:00,UTC,8,1017.7,99,0,-1,10.6,10.4,2420,40,3.8,2.4
2013,6,21,05:00,UTC,8,1017.6,95,0,-1,11.4,10.7,14470,44,3.8,1.7
2013,6,21,06:00,UTC,8,1017.4,92,0,-1,11.8,10.6,19120,32,3.9,2.4
2013,6,21,07:00,UTC,4,1017,84,0,-1,13.5,10.8,31000,55,5.2,3.1
2013,6,21,08:00,UTC,1,1016.8,74,0,-1,16.8,12.1,42970,74,4.8,2.8
2013,6,21,09:00,UTC,0,1016.7,69,0,-1,18.3,12.5,42560,71,4.8,2.3
2013,6,21,10:00,UTC,0,1015.9,63,0,-1,20.2,13,41070,74,5,2.6
2013,6,21,11:00,UTC,0,1015.3,58,0,-1,22.1,13.4,44540,85,5.4,2.5
2013,6,21,12:00,UTC,0,1014.8,49,0,-1,23.6,12.3,38870,84,5.1,2.4
2013,6,21,13:00,UTC,0,1014.2,48,0,-1,24.5,12.9,48760,108,6.4,3.5
2013,6,21,14:00,UTC,1,1013.6,47,0,-1,25.2,12.9,43550,101,6.6,3.2
2013,6,21,15:00,UTC,2,1012.9,49,0,-1,25.2,13.9,47770,132,5.7,3.3
2013,6,21,16:00,UTC,4,1012.6,48,0,-1,25.2,13.3,46430,136,7.7,4.3
2013,6,21,17:00,UTC,0,1012,51,0,-1,24.2,13.4,50000,118,6.9,3.7
2013,6,21,18:00,UTC,0,1011.3,53,0,-1,23.3,13.1,50000,108,6.5,3.9
2013,6,21,19:00,UTC,0,1011.8,62,0,-1,22.2,14.6,50000,118,9,4.4
2013,6,21,20:00,UTC,7,1011.7,69,0,-1,20.9,15.1,49320,105,6.8,3.7
2013,6,21,21:00,UTC,5,1011.2,71,0,-1,19.9,14.5,47610,104,7.3,4.2
2013,6,21,22:00,UTC,7,1010.6,74,0,-1,19.5,14.8,41880,105,7.6,4.6
2013,6,21,23:00,UTC,7,1010.1,77,0,-1,20.1,15.8,47680,112,9.9,5.2
2013,6,22,00:00,UTC,7,1009.3,79,0,-1,20.3,16.5,41880,127,9.2,5.1
2013,6,22,01:00,UTC,7,1008.9,83,0,-1,19.7,16.8,12060,132,6.6,4.2
2013,6,22,02:00,UTC,7,1008.6,95,8.9,-1,18.4,17.7,2840,140,4.3,2.7
2013,6,22,03:00,UTC,7,1008.3,96,0,-1,18.6,18,17220,143,5.6,3.5
2013,6,22,04:00,UTC,7,1008.2,95,0,-1,18.9,18,20240,142,5.6,3.3
2013,6,22,05:00,UTC,7,1008.4,93,0,-1,18.4,17.3,13950,164,5.6,3.1
2013,6,22,06:00,UTC,7,1008.3,89,0,-1,19.4,17.5,16300,168,5.6,3.2
2013,6,22,07:00,UTC,7,1008.5,87,0,-1,19.1,16.9,16650,178,8.3,5
2013,6,22,08:00,UTC,5,1008.9,80,0,-1,20.4,16.8,22370,150,6.7,3.9
2013,6,22,09:00,UTC,0,1009.2,60,0,-1,21.5,13.4,48640,191,10.8,6.1
